label,url,brand,name,price,skin type,skin tone,spf,concern,concern 2,concern 3,key ingredient,formulation
concealer,https://www.myntra.com/concealer/sugar/sugar-magic-wand-waterproof-concealer---12-con-leche-light--golden-undertone-84ml/11209604/buy,SUGAR,Magic Wand Waterproof Concealer - 12 Con Leche Light & Golden Undertone 8.4ml,₹ 799,,Light to Medium,,Waterproof,,,,Liquid
concealer,https://www.myntra.com/concealer/colorbar/colorbar-full-cover-makeup-stick-with-spf-30---warm-beige-003-9g/220733/buy,Colorbar,Full Cover Makeup Stick with SPF 30 - Warm Beige 003 9g,₹ 503,,,,Dark Spots,,,Vitamin E,Stick
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-full-coverage-6-makeup--concealer/7112085/buy,Miss Claire,Full Coverage 6 Makeup + Concealer,₹ 275,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/shiseido/shiseido-natural-ochre-sheer-eye-zone-corrector-104/2378612/buy,SHISEIDO,Natural Ochre Sheer Eye Zone Corrector 104,₹ 1000,Normal,,,,,,,Stick
concealer,https://www.myntra.com/concealer/la-girl/la-girl-hd-pro-conceal-yellow-corrector-concealer-gc991/2156502/buy,L.A Girl,HD PRO Conceal Yellow Corrector Concealer GC991,₹ 695,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nc48/7235702/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer - NC48,₹ 2450,Normal,,,Uneven Texture,,,,Liquid
concealer,https://www.myntra.com/concealer/cal-losangeles/cal-losangeles-women-imperfection-corrector-concealer-stick-15-ml/14227438/buy,CAL Losangeles,Women Imperfection Corrector Concealer Stick 15 ml,₹ 296,All,,,Dark Circles,,,,Stick
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-12-full-coverage-makeup--concealer--6g/7112034/buy,Miss Claire,12 Full Coverage Makeup + Concealer 6g,₹ 275,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/colorbar/colorbar-flawless-full-cover-concealer-velvet---001-6ml/15129084/buy,Colorbar,Flawless Full Cover Concealer-Velvet - 001-6ML,₹ 750,,Light to Medium,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/lakme/lakme-absolute-mattreal-mousse-concealer---natural-02-9-g/10012357/buy,Lakme,Absolute Mattreal Mousse Concealer - Natural 02 9 g,₹ 510,,Light to Medium,,Fine Lines and Wrinkles,,,,Mousse
concealer,https://www.myntra.com/concealer/chambor/chambor-103-orosa-flawless-finish-concealer-3ml/8873605/buy,Chambor,CHAMBOR 103 OROSA FLAWLESS FINISH CONCEALER 3ml,₹ 825,Normal,Medium to Dark,,,,,,Cushion
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-light-3-full-coverage-makeup--concealer-6-g/7112180/buy,Miss Claire,Light 3 Full Coverage Makeup + Concealer 6 g,₹ 261,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/cal-losangeles/cal-losangeles-imperfection-corrector-concealer-stick-beige-light-01---15-ml/14203708/buy,CAL Losangeles,Imperfection Corrector Concealer Stick Beige Light 01 - 15 ml,₹ 296,All,,,Dark Circles,,,,Stick
concealer,https://www.myntra.com/concealer/pac/pac-unisex-spotlight-liquid-concealer-barely-nude-08-55-g/9791793/buy,PAC,Unisex Spotlight Liquid Concealer-Barely Nude 08 5.5 g,₹ 650,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/incolor/incolor-studio-skin-concealer-01-beige-5g/11887242/buy,INCOLOR,Studio Skin Concealer 01 Beige 5g,₹ 275,,Light to Medium,,Waterproof,,,,Stick
concealer,https://www.myntra.com/concealer/mac/mac-pro-longwear-concealer---nc42-9ml/9588947/buy,M.A.C,Pro Longwear Concealer - NC42 9ml,₹ 2700,Normal,,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/lakme/lakme-absolute-white-intense-liquid-concealer-with-spf-25---01-ivory-fair-54ml/6843344/buy,Lakme,Absolute White Intense Liquid Concealer with SPF 25 - 01 Ivory Fair 5.4ml,₹ 540,,Fair to Light,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-6-ml/12779716/buy,Clinique,Even Better All-Over Concealer & Eraser 6 ml,₹ 2500,,Fair to Light,,Under Eye Concern,,,Vitamin C,Liquid
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-porcelain-1-full-coverage-makeup-plus-concealer--6-g/7111987/buy,Miss Claire,Porcelain 1 Full Coverage Makeup Plus Concealer 6 g,₹ 261,Normal,,,,,,,Cream
concealer,https://www.myntra.com/concealer/mac/mac-pro-longwear-concealer---nw25-9ml/9590875/buy,M.A.C,Pro Longwear Concealer - NW25 9ml,₹ 2500,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/maybelline/maybelline-new-york-set-of-fit-me-foundation-128--fit-me-concealer-25/12388366/buy,Maybelline,New York Set of Fit Me Foundation 128 & Fit Me Concealer 25,₹ 716,,Light to Medium,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/lakme/lakme-absolute-white-intense-liquid-concealer---beige-honey-04-54ml/6843342/buy,Lakme,Absolute White Intense Liquid Concealer - Beige Honey 04 5.4ml,₹ 510,,Medium to Dark,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/olivia/olivia-set-of-2-waterproof-concealer-stick-pearl-white-shade-no-007w-spf-12-15g/11686980/buy,Olivia,Set of 2 Waterproof Concealer Stick Pearl White Shade No 007W (SPF 12) 15g,₹ 270,All,Light to Medium,,Dark Spots,,,,Stick
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer-nw22/7235655/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer Nw22,₹ 2450,,Light to Medium,,Brightening,,,,Liquid
concealer,https://www.myntra.com/concealer/inglot/inglot-under-eye-concealer-104-10-ml/12086590/buy,INGLOT,Under Eye Concealer 104 10 ml,₹ 960,All,Light to Medium,,Under Eye Concern,,,,Liquid
concealer,https://www.myntra.com/concealer/incolor/incolor-women-better-skin-concealer--corrector-01-5gm/10988250/buy,INCOLOR,Women Better Skin Concealer & Corrector 01 5gm,₹ 245,,Fair to Light,,Oil Control,,,,Stick
concealer,https://www.myntra.com/concealer/shiseido/shiseido-beige-sheer-eye-zone-corrector-105/2378610/buy,SHISEIDO,Beige Sheer Eye Zone Corrector 105,₹ 1000,Normal,,,,,,,Stick
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nw32-7ml/9588663/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer - NW32 7ml,₹ 2450,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/maybelline/maybelline-insta-weddings-carefree-cocktail-makeup-kit/15818332/buy,Maybelline,Insta Weddings Carefree Cocktail Makeup Kit,₹ 1396,,Medium to Dark,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/cal-losangeles/cal-losangeles-brown-chiselled-contor-concealer-wheel-12g/13021230/buy,CAL Losangeles,Brown Chiselled Contor Concealer Wheel 12g,₹ 339,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/asa/asa-cream-corrector---terracotta-orange-18/14697582/buy,asa,Cream Corrector - Terracotta Orange 18,₹ 1800,,,,Waterproof,,,Vitamin E,Cream
concealer,https://www.myntra.com/concealer/olivia/olivia-set-of-2-waterproof-makeup-stick-concealer-rachelle-rose-shade-no2-spf-12-30g/11686986/buy,Olivia,Set of 2 Waterproof Makeup Stick Concealer Rachelle Rose Shade No.2 (SPF 12) 30g,₹ 289,All,,,,,,,Stick
concealer,https://www.myntra.com/concealer/incolor/incolor-women-better-skin-concealer--corrector-06-5gm/10988256/buy,INCOLOR,Women Better Skin Concealer & Corrector 06 5gm,₹ 245,,Medium to Dark,,Waterproof,,,,Stick
concealer,https://www.myntra.com/concealer/note/note-sand-full-coverage-stick-concealer-03/6160286/buy,Note,Sand Full Coverage Stick Concealer 03,₹ 509,All,,,,,,,Stick
concealer,https://www.myntra.com/concealer/pac/pac-06-skinny-dip-take-cover-concealer/11078092/buy,PAC,06 Skinny Dip Take Cover Concealer,₹ 495,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-8-skin-beige-full-coverage-makeup--concealer-6-g/7112157/buy,Miss Claire,8 Skin Beige Full Coverage Makeup + Concealer 6 g,₹ 275,Normal,,,,,,,Cream
concealer,https://www.myntra.com/concealer/cal-losangeles/cal-losangeles-brown-chiselled-contorconcealer-wheel-12-gm/13021224/buy,CAL Losangeles,Brown Chiselled Contor/Concealer Wheel 12 gm,₹ 339,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-waterproof-makeup-stick-concealer-15g-shade-no07y-spf-12/11686992/buy,Olivia,Pack of 2 Waterproof Makeup Stick Concealer 15g Shade No.07Y (SPF 12),₹ 289,All,,,,,,,Stick
concealer,https://www.myntra.com/concealer/pac/pac-05-caramel-touch-take-cover-concealer/11078086/buy,PAC,05 Caramel Touch Take Cover Concealer,₹ 495,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/incolor/incolor-beige-studio-skin-concealer-06/11887246/buy,INCOLOR,Beige Studio Skin Concealer 06,₹ 275,,Medium to Dark,,Brightening,,,,Stick
concealer,https://www.myntra.com/concealer/maybelline/maybelline-new-york-fit-me-25-medium-concealer--the-colossal-black-eye-liner/7765421/buy,Maybelline,New York Fit Me 25 Medium Concealer & The Colossal Black Eye Liner,₹ 653,,Light to Medium,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/olivia/olivia-set-of-2-waterproof-makeup-stick-concealer-touch--glow-shade-no5-spf-12-30g/11686988/buy,Olivia,Set of 2 Waterproof Makeup Stick Concealer Touch & Glow Shade No.5 (SPF 12) 30g,₹ 289,All,,,,,,,Stick
concealer,https://www.myntra.com/concealer/pac/pac-19-melon-green-take-cover-concealer/11078098/buy,PAC,19 Melon Green Take Cover Concealer,₹ 495,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/chambor/chambor-101-orosa-flawless-finish-concealer-3-ml/8873571/buy,Chambor,101 Orosa Flawless Finish Concealer 3 ml,₹ 825,Normal,Light to Medium,,,,,,Cushion
concealer,https://www.myntra.com/concealer/kiko-milano/kiko-milano-skin-tone-concealer-03/7735694/buy,KIKO MILANO,Skin Tone Concealer 03,₹ 765,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/the-body-shop/the-body-shop-matte-clay-concealer---tamerza-dune-026-15g/5415268/buy,THE BODY SHOP,The Body Shop Matte Clay Concealer - Tamerza Dune 026 1.5g,₹ 995,,,Below 15,Acne or Blemishes,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-12-frozen-caramel-spotlight-liquid-concealer-55g/9791719/buy,PAC,12 Frozen Caramel Spotlight Liquid Concealer 5.5g,₹ 765,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/maybelline/maybelline--fit-me-20-sand-concealer--black-colossal-kajal/7765376/buy,Maybelline,Fit Me 20 Sand Concealer & Black Colossal Kajal,₹ 563,,Light to Medium,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-full-coverage-makeup--concealer---15/14274558/buy,Miss Claire,Full Coverage Makeup + Concealer - 15,₹ 275,All,Fair to Light,,,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-03-sand-spotlight-liquid-concealer-55-g/9791891/buy,PAC,03 Sand Spotlight Liquid Concealer 5.5 g,₹ 650,Normal,,,,,,,Stick
concealer,https://www.myntra.com/concealer/deborah/deborah-milano-dress-me-perfect-light-beige-fluid-concealer-01/1664456/buy,Deborah,Milano Dress Me Perfect Light Beige Fluid Concealer 01,₹ 637,Combination,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/makeup-revolution-london/makeup-revolution-london-fast-base-concealer---c14-45ml/7745258/buy,Makeup Revolution London,Fast Base Concealer - C14 4.5ml,₹ 552,All,Dark to Deep,,,,,,Stick
concealer,https://www.myntra.com/concealer/pac/pac-10-honey-drop-take-cover-concealer/11078124/buy,PAC,10 Honey Drop Take Cover Concealer,₹ 420,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/lakme/lakme-absolute-mattreal-mousse-concealer---sand-01-9-g/10012351/buy,Lakme,Absolute Mattreal Mousse Concealer - Sand 01 9 g,₹ 540,,Light to Medium,,Fine Lines and Wrinkles,,,,Mousse
concealer,https://www.myntra.com/concealer/avon/avon-true-color-flawless-concealer-stick---golden-light/14674716/buy,Avon,True Color Flawless Concealer Stick - Golden Light,₹ 429,All,Fair to Light,,Dark Circles,,,,Stick
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-3-100-waterproof-pan-cake-tender-orange-makeup-concealer-25g/11611696/buy,Olivia,Pack of 3 100% Waterproof Pan Cake Tender Orange Makeup Concealer 25g,₹ 427,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/la-girl/la-girl-pro-concealer---champagne/7745250/buy,L.A Girl,Pro Concealer - Champagne,₹ 521,Normal,,,,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-10-mocha-spotlight-liquid-concealer-55-g/9791689/buy,PAC,10 Mocha Spotlight Liquid Concealer 5.5 g,₹ 765,All,Light to Medium,,,,,,Liquid
concealer,https://www.myntra.com/concealer/sivanna-colors/sivanna-colors-hd-studio-photogenic-concealer-corrective-hf7005-04/14553008/buy,Sivanna Colors,HD Studio Photogenic Concealer Corrective HF7005 04,₹ 399,All,Dark to Deep,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/la-girl/la-girl-truffle-pro-hd-concealer/7745252/buy,L.A Girl,Truffle Pro HD Concealer,₹ 521,All,Dark to Deep,,,,,,Cream
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-100-waterproof-pan-cake-sun-tone-makeup-concealer-25g/11610502/buy,Olivia,Pack of 2 100% Waterproof Pan Cake Sun Tone Makeup Concealer 25g,₹ 289,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-03-butterscotch-take-cover-concealer/11078122/buy,PAC,03 Butterscotch Take Cover Concealer,₹ 420,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/miss-claire/miss-claire-medium-5-full-coverage-makeup-plus-concealer--6-g/7112055/buy,Miss Claire,Medium 5 Full Coverage Makeup Plus Concealer 6 g,₹ 275,Normal,,,,,,,Cream
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-100-waterproof-pan-cake-dark-beige-makeup-concealer-25g/11610522/buy,Olivia,Pack of 2 100% Waterproof Pan Cake Dark Beige Makeup Concealer 25g,₹ 289,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/makeup-revolution-london/makeup-revolution-london-fast-base-concealer---c11-45ml/7745266/buy,Makeup Revolution London,Fast Base Concealer - C11 4.5ml,₹ 552,All,Medium to Dark,,,,,,Cushion
concealer,https://www.myntra.com/concealer/pac/pac-09-classic-beige-take-cover-concealer/11078108/buy,PAC,09 Classic Beige Take Cover Concealer,₹ 420,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/pac/pac-16-coffee-beans-take-cover-concealer/11078116/buy,PAC,16 Coffee Beans Take Cover Concealer,₹ 495,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-100-waterproof-pan-cake-natural-honey-makeup-concealer-25g/11610516/buy,Olivia,Pack of 2 100% Waterproof Pan Cake Natural Honey Makeup Concealer 25g,₹ 289,All,Light to Medium,,,,,,Cream
concealer,https://www.myntra.com/concealer/asa/asa-easy-blend-warm-hazelnut-concealer-5-g/14697580/buy,asa,Asa Easy Blend Warm Hazelnut Concealer 5 g,₹ 1950,,,,Waterproof,,,Vitamin E,Cream
concealer,https://www.myntra.com/concealer/note/note-beige-perfecting-pen-03-concealer-3-ml/12363278/buy,Note,Beige Perfecting Pen 03 Concealer 3 ml,₹ 849,All,Light to Medium,,Dark Spots,,,,Cushion
concealer,https://www.myntra.com/concealer/deborah/deborah-milano-24-ore-light-rose-perfect-concealer-02/1664453/buy,Deborah,Milano 24 ORE Light Rose Perfect Concealer 02,₹ 667,Combination,,,,,,,Stick
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-100-waterproof-pan-cake-white-makeup-concealer-25g/11610512/buy,Olivia,Pack of 2 100% Waterproof Pan Cake White Makeup Concealer 25g,₹ 289,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-08-stark-nude-take-cover-concealer/11078106/buy,PAC,08 Stark Nude Take Cover Concealer,₹ 420,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/pac/pac-13-dusty-fawn-take-cover-concealer/11078100/buy,PAC,13 Dusty Fawn Take Cover Concealer,₹ 495,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/pac/pac-01-beach-sand-take-cover-concealer/11078110/buy,PAC,01 Beach Sand Take Cover Concealer,₹ 420,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-100-waterproof-pan-cake-almond-dust-makeup-concealer-25g/11610510/buy,Olivia,Pack of 2 100% Waterproof Pan Cake Almond Dust Makeup Concealer 25g,₹ 289,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/mac/mac-studio-finish-concealer-with-spf-35---nc25-7g/9589585/buy,M.A.C,Studio Finish Concealer with SPF 35 - NC25 7g,₹ 2450,Normal,,,,,,,Cream
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nc45-7ml/9590773/buy,M.A.C,M.A.C. Studio Fix 24-Hour Smooth Wear Concealer - NC45 7ml,₹ 2450,Normal,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-pro-longwear-concealer---nc45-9ml/9589513/buy,M.A.C,Pro Longwear Concealer - NC45 9ml,₹ 2700,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nw35-7ml/9589389/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer - NW35 7ml,₹ 2450,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/estee-lauder/estee-lauder-double-wear-stay-in-place-flawless-wear-concealer/10363605/buy,Estee Lauder,Double Wear Stay-in-Place Flawless Wear Concealer,₹ 2650,,Dark to Deep,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nw15-7ml/9589149/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer - NW15 7ml,₹ 2450,Normal,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/wet-n-wild/wet-n-wild-set-of-megaglo-contouring-palette--photo-focus-sustainable-concealer/13538582/buy,Wet n Wild,Set of MegaGlo Contouring Palette & Photo Focus Sustainable Concealer,₹ 658,Normal,Medium to Dark,,Dark Spots,,,,Powder
concealer,https://www.myntra.com/concealer/benefit-cosmetics/benefits-cosmetics-boi-ing-cakeless-concealer-shade-no---10/14411848/buy,Benefit Cosmetics,Benefits Cosmetics Boi-ing Cakeless Concealer Shade No - 10,₹ 2270,Normal,Light to Medium,,Under Eye Concern,,,,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nw34-7ml/9589447/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer - NW34 7ml,₹ 2450,Normal,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-studio-fix-24-hour-smooth-wear-concealer---nw42-7ml/9589093/buy,M.A.C,Studio Fix 24-Hour Smooth Wear Concealer - NW42 7ml,₹ 2450,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/note/note-beige-full-coverage-stick-concealer-02/6160304/buy,Note,Beige Full Coverage Stick Concealer 02,₹ 509,All,,,,,,,Stick
concealer,https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-6-ml/12779714/buy,Clinique,Even Better All-Over Concealer & Eraser 6 ml,₹ 2500,,Light to Medium,,Under Eye Concern,,,Vitamin C,Liquid
concealer,https://www.myntra.com/concealer/estee-lauder/estee-lauder-double-wear-stay-in-place-flawless-concealer---extra-deep-6c-7ml/10363621/buy,Estee Lauder,Double Wear Stay-in-place Flawless Concealer - Extra Deep 6C 7ml,₹ 2500,,Dark to Deep,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/estee-lauder/estee-lauder-double-wear-instant-fix-concealer---extra-deep-6n-12ml/9882213/buy,Estee Lauder,Double Wear Instant Fix Concealer - Extra Deep 6N 12ml,₹ 2500,,,,Fine Lines and Wrinkles,,,Hyaluronic Acid,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-pro-longwear-concealer---nc50-9ml/9589077/buy,M.A.C,Pro Longwear Concealer - NC50 9ml,₹ 2500,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/mac/mac-studio-finish-concealer-with-spf-35---nw25/9588543/buy,M.A.C,Studio Finish Concealer with SPF 35 - NW25,₹ 2450,,,,Dark Spots,,,Vitamin E,Cream
concealer,https://www.myntra.com/concealer/revlon/revlon-colorstay-full-coverage-concealer---deep-fonce-060-/14260206/buy,Revlon,Colorstay Full Coverage Concealer - Deep Fonce 060,₹ 524,Normal,Light to Medium,,Under Eye Concern,,,,Liquid
concealer,https://www.myntra.com/concealer/maybelline/maybelline-new-york-instant-age-rewind-concealer-with-the-colossal-liner/14464768/buy,Maybelline,New York Instant Age Rewind Concealer With The Colossal Liner,₹ 717,,Medium to Dark,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/la-girl/la-girl-espresso-hd-pro-concealer-gc985/2156498/buy,L.A Girl,Espresso HD Pro Concealer GC985,₹ 695,Normal,Medium to Dark,,,,,,Cream
concealer,https://www.myntra.com/concealer/maybelline/maybelline-the-colossal-liner--fit-me-20-sand-concealer/7765377/buy,Maybelline,The Colossal Liner & Fit Me 20 Sand Concealer,₹ 662,,Light to Medium,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/incolor/incolor-exposed-studio-skin-concealer-5-g/11887236/buy,INCOLOR,Exposed Studio Skin Concealer 5 g,₹ 275,,Light to Medium,,Brightening,,,,Stick
concealer,https://www.myntra.com/concealer/loreal/loreal-golden-amber-true-match-super-blendable-concealer---golden-amber-7dw-68g/8051081/buy,LOreal,Golden Amber True Match Super Blendable Concealer - Golden Amber 7DW 6.8g,₹ 849,Normal,Medium to Dark,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/pac/pac-21-creme-yellow-take-cover-concealer/11078094/buy,PAC,21 Creme Yellow Take Cover Concealer,₹ 420,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/pac/pac-04-skin-peach-spotlight-liquid-concealer/9791657/buy,PAC,04 Skin Peach Spotlight Liquid Concealer,₹ 650,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/shiseido/shiseido-syncro-skin-correcting-gelstick-concealer-303-medium/11321618/buy,SHISEIDO,Syncro Skin Correcting GelStick Concealer 303 Medium,₹ 3100,All,,,,,,,Stick
concealer,https://www.myntra.com/concealer/shiseido/shiseido-syncro-skin-correcting-gel-stick-concealer-201-light-25gm/11321620/buy,SHISEIDO,Syncro Skin Correcting Gel-Stick Concealer 201 Light 2.5gm,₹ 3100,Normal,,,,,,,Stick
concealer,https://www.myntra.com/concealer/pac/pac-take-cover-concealer-crayon---orange-c43/9791825/buy,PAC,Take Cover Concealer Crayon - Orange C43,₹ 505,,Light to Medium,,Dark Circles,,,,Stick
concealer,https://www.myntra.com/concealer/maybelline/maybelline--fit-me-25-medium-concealer---black-colossal-kajal/7765341/buy,Maybelline,Fit Me 25 Medium Concealer & Black Colossal Kajal,₹ 596,,Light to Medium,,Dark Circles,,,,Liquid
concealer,https://www.myntra.com/concealer/wet-n-wild/wet-n-wild-set-of-megaglo-concealer--photo-focus-sustainable-concealer/13538604/buy,Wet n Wild,Set of MegaGlo Concealer & Photo Focus Sustainable Concealer,₹ 713,Normal,Medium to Dark,,Dark Spots,,,,Powder
concealer,https://www.myntra.com/concealer/shiseido/shiseido-syncro-skin-self-refreshing-concealer-301---medium/11321628/buy,SHISEIDO,Syncro Skin Self Refreshing Concealer 301 - Medium,₹ 2800,,Light to Medium,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/shiseido/shiseido-syncro-skin-self-refershing-concealer-58ml/11321622/buy,SHISEIDO,"Syncro Skin Self-refershing Concealer, 5.8ml",₹ 2800,Normal,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/incolor/incolor-exposed-studio-skin-concealer---04/11887240/buy,INCOLOR,Exposed Studio Skin Concealer - 04,₹ 275,,Fair to Light,,Waterproof,,,,Stick
concealer,https://www.myntra.com/concealer/deborah/deborah-milano-24-ore-medium-rose-perfect-concealer-03/1664454/buy,Deborah,Milano 24 ORE Medium Rose Perfect Concealer 03,₹ 667,Combination,,,,,,,Stick
concealer,https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-6-ml/12779720/buy,Clinique,Even Better All-Over Concealer & Eraser 6 ml,₹ 2500,,Light to Medium,,Under Eye Concern,,,Vitamin C,Liquid
concealer,https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-6-ml/12779718/buy,Clinique,Even Better All-Over Concealer & Eraser 6 ml,₹ 2500,,Light to Medium,,Under Eye Concern,,,Vitamin C,Liquid
concealer,https://www.myntra.com/concealer/estee-lauder/estee-lauder-double-wear-stay-in-place-radiant-concealer---ultra-deep-7c-10ml/10363611/buy,Estee Lauder,Double Wear Stay-In-Place Radiant Concealer - Ultra Deep 7C 10ml,₹ 2500,,,,Dark Circles,,,Vitamin C,Liquid
concealer,https://www.myntra.com/concealer/sivanna-colors/sivanna-colors-hd-studio-photogenic-concealer-corrective-hf7005-02/14553004/buy,Sivanna Colors,HD Studio Photogenic Concealer Corrective HF7005 02,₹ 499,All,Light to Medium,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/smashbox/smashbox-studio-skin-flawless-24-hour-concealer--light-medium-warm-olive-8-ml/12278998/buy,Smashbox,Studio Skin Flawless 24 Hour Concealer- Light Medium Warm Olive 8 ml,₹ 2450,,,,Oil Control,,,Hyaluronic Acid,Liquid
concealer,https://www.myntra.com/concealer/essence/essence-women-camouflage--matt-concealer---20/13049372/buy,essence,Women Camouflage + Matt Concealer - 20,₹ 292,,Light to Medium,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-3-100-waterproof-pan-cake-dark-beige-makeup-concealer-25g/11611686/buy,Olivia,Pack of 3 100% Waterproof Pan Cake Dark Beige Makeup Concealer 25g,₹ 427,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-07-nutcracker-spotlight-liquid-concealer-55-g/9791821/buy,PAC,07 Nutcracker Spotlight Liquid Concealer 5.5 g,₹ 612,,Light to Medium,,Dark Spots,,,,Liquid
concealer,https://www.myntra.com/concealer/pac/pac-09-melon-spotlight-liquid-concealer-55-g/9791699/buy,PAC,09 Melon Spotlight Liquid Concealer 5.5 g,₹ 580,All,,,,,,,Liquid
concealer,https://www.myntra.com/concealer/olivia/olivia-pack-of-2-100-waterproof-pan-cake-fresh-peach-makeup-concealer-25g/11610514/buy,Olivia,Pack of 2 100% Waterproof Pan Cake Fresh Peach Makeup Concealer 25g,₹ 289,All,,,,,,,Cream
concealer,https://www.myntra.com/concealer/pac/pac-02-barefoot-take-cover-concealer/11078114/buy,PAC,02 Barefoot Take Cover Concealer,₹ 420,All,,,,,,,Liquid
